#Number of Records in Grid: 327
#Number of Samples in Grid: 327
#Grid Interval in Scan Direction: 32
#Grid Interval in Pix Direction: 32
#  Latitude  Longitude Slant Range Incidence_Angle
 21.198169  69.871623 699770.097458  42.789861
 21.198140  69.877171 699384.549164  42.750618
 21.198111  69.882720 698999.286761  42.711335
 21.198082  69.888268 698614.311000  42.672012
 21.198053  69.893816 698229.622357  42.632648
 21.198023  69.899365 697845.221315  42.593243
 21.197994  69.904913 697461.108350  42.553798
 21.197964  69.910462 697077.283947  42.514312
 21.197934  69.916010 696693.748586  42.474786
 21.197904  69.921558 696310.502453  42.435219
 21.197873  69.927107 695927.546499  42.395609
 21.197843  69.932655 695544.880777  42.355961
 21.197812  69.938203 695162.506029  42.316272
 21.197781  69.943752 694780.422742  42.276542
 21.197750  69.949300 694398.631399  42.236771
 21.197719  69.954848 694017.132487  42.196959
 21.197687  69.960397 693635.926430  42.157106
 21.197656  69.965945 693255.013671  42.117212
 21.197624  69.971493 692874.394811  42.077277
 21.197592  69.977041 692494.070333  42.037302
 21.197560  69.982590 692114.040934  41.997283
 21.197527  69.988138 691734.306639  41.957225
 21.197495  69.993686 691354.868197  41.917126
 21.197462  69.999234 690975.726104  41.876986
 21.197429  70.004782 690596.880786  41.836805
 21.197396  70.010331 690211.978718  41.797053
 21.197363  70.015879 689835.995589  41.756621
 21.197330  70.021427 689454.977463  41.716542
 21.197296  70.026975 689081.569953  41.675881
 21.197262  70.032523 688703.272427  41.635562
 21.197228  70.038071 688323.036078  41.595366
 21.197194  70.043620 687951.748505  41.554491
 21.197160  70.049168 687573.058794  41.514144
 21.197125  70.054716 687197.895941  41.473517
 21.197090  70.060264 686821.543454  41.432958
 21.197055  70.065812 686445.370465  41.392367
 21.197020  70.071360 686066.708180  41.351939
 21.196985  70.076908 685693.626595  41.311081
 21.196950  70.082456 685316.649335  41.270490
 21.196914  70.088004 684940.938568  41.229787
 21.196878  70.093552 684565.750176  41.189024
 21.196842  70.099100 684189.527026  41.148319
 21.196806  70.104648 683814.139743  41.107533
 21.196770  70.110196 683439.858959  41.066646
 21.196733  70.115744 683065.759011  41.025726
 21.196696  70.121292 682692.652855  40.984715
 21.196660  70.126840 682319.529983  40.943685
 21.196622  70.132388 681947.198279  40.902577
 21.196585  70.137936 681573.519268  40.861548
 21.196548  70.143484 681201.294474  40.820394
 21.196510  70.149032 680828.335301  40.779271
 21.196472  70.154580 680454.403242  40.738201
 21.196434  70.160127 680080.946089  40.697076
 21.196396  70.165675 679707.654085  40.655919
 21.196358  70.171223 679334.730109  40.614715
 21.196319  70.176771 678963.724695  40.573353
 21.196281  70.182319 678597.529313  40.531623
 21.196242  70.187867 678233.308015  40.489733
 21.196203  70.193414 677869.332645  40.447805
 21.196163  70.198962 677504.115774  40.405947
 21.196124  70.204510 677138.436404  40.364103
 21.196084  70.210058 676769.425044  40.322478
 21.196044  70.215606 676400.747896  40.280810
 21.196004  70.221153 676031.317536  40.239176
 21.195964  70.226701 675662.722873  40.197461
 21.195924  70.232249 675293.240067  40.155791
 21.195883  70.237796 674926.142740  40.113929
 21.195843  70.243344 674558.620275  40.072078
 21.195802  70.248892 674192.204901  40.030127
 21.195761  70.254439 673824.620721  39.988240
 21.195719  70.259987 673456.993525  39.946336
 21.195678  70.265535 673090.750577  39.904312
 21.195636  70.271082 672723.525231  39.862337
 21.195594  70.276630 672358.975759  39.820153
 21.195552  70.282178 671997.653671  39.777719
 21.195510  70.287725 671637.852205  39.735159
 21.195468  70.293273 671275.777680  39.692739
 21.195425  70.298820 670914.985609  39.650209
 21.195383  70.304368 670553.887675  39.607681
 21.195340  70.309915 670189.846984  39.565340
 21.195297  70.315463 669827.291591  39.522875
 21.195253  70.321010 669465.152643  39.480359
 21.195210  70.326558 669104.100608  39.437745
 21.195166  70.332105 668741.837716  39.395198
 21.195122  70.337653 668380.581057  39.352560
 21.195078  70.343200 668019.397016  39.309896
 21.195034  70.348748 667658.370538  39.267201
 21.194990  70.354295 667295.619171  39.224606
 21.194945  70.359842 666933.481707  39.181948
 21.194901  70.365390 666575.691877  39.138964
 21.194856  70.370937 666216.289775  39.096074
 21.194811  70.376484 665854.524007  39.053327
 21.194765  70.382032 665496.798057  39.010279
 21.194720  70.387579 665136.057132  38.967418
 21.194674  70.393126 664776.786902  38.924436
 21.194629  70.398674 664416.085702  38.881532
 21.194583  70.404221 664054.737902  38.838653
 21.194536  70.409768 663694.629218  38.795666
 21.194490  70.415316 663318.742361  38.753752
 21.194443  70.420863 662967.716298  38.710094
 21.194397  70.426410 662606.307751  38.667133
 21.194350  70.431957 662256.408674  38.623357
 21.194303  70.437504 661904.756331  38.579682
 21.194255  70.443052 661536.216872  38.537150
 21.194208  70.448599 661186.645023  38.493288
 21.194160  70.454146 660840.997777  38.449138
 21.194113  70.459693 660482.460797  38.405855
 21.194065  70.465240 660130.918131  38.362069
 21.194016  70.470787 659772.929361  38.318706
 21.193968  70.476334 659412.910947  38.275460
 21.193920  70.481881 659050.140612  38.232381
 21.193871  70.487428 658683.157164  38.189567
 21.193822  70.492975 658318.227849  38.146591
 21.193773  70.498522 657964.050327  38.102858
 21.193724  70.504069 657593.497599  38.060221
 21.193674  70.509616 657234.232769  38.016791
 21.193624  70.515163 656927.151445  37.969788
 21.193575  70.520710 656586.522270  37.925052
 21.193525  70.526257 656215.777345  37.882340
 21.193475  70.531804 655890.561488  37.836518
 21.193424  70.537351 655550.840039  37.791661
 21.193374  70.542898 655209.918485  37.746865
 21.193323  70.548445 654866.679603  37.702206
 21.193272  70.553992 654518.992999  37.657827
 21.193221  70.559539 654158.284505  37.614306
 21.193170  70.565085 653806.807891  37.570140
 21.193118  70.570632 653465.773339  37.525250
 21.193067  70.576179 653131.408443  37.479889
 21.193015  70.581726 652786.099506  37.435246
 21.192963  70.587272 652444.626769  37.390325
 21.192911  70.592819 652100.607015  37.345554
 21.192858  70.598366 651757.028874  37.300733
 21.192806  70.603913 651400.077459  37.256785
 21.192753  70.609459 651036.936736  37.213228
 21.192700  70.615006 650716.091595  37.166825
 21.192647  70.620553 650372.767998  37.121903
 21.192594  70.626099 650026.882186  37.077130
 21.192540  70.631646 649683.477565  37.032171
 21.192487  70.637192 649347.594616  36.986690
 21.192433  70.642739 649014.240230  36.941022
 21.192379  70.648286 648648.835706  36.897458
 21.192325  70.653832 648309.064602  36.852174
 21.192270  70.659379 647959.821571  36.807494
 21.192216  70.664925 647619.356336  36.762213
 21.192161  70.670472 647283.997584  36.716573
 21.192106  70.676018 646934.382663  36.671853
 21.192051  70.681565 646590.671853  36.626721
 21.191996  70.687111 646219.590570  36.583367
 21.191940  70.692658 645886.864382  36.537469
 21.191885  70.698204 645544.406218  36.492188
 21.191829  70.703750 645204.622005  36.446709
 21.191773  70.709297 644832.755690  36.403310
 21.191717  70.714843 644502.886636  36.357139
 21.191660  70.720389 644195.733364  36.309464
 21.191604  70.725936 643850.052189  36.264286
 21.191547  70.731482 643491.908550  36.219897
 21.191490  70.737028 643140.471662  36.175048
 21.191433  70.742575 642800.632814  36.129420
 21.191376  70.748121 642472.135789  36.083035
 21.191319  70.753667 642123.928509  36.037907
 21.191261  70.759213 641806.451552  35.990765
 21.191203  70.764759 641462.740617  35.945303
 21.191145  70.770306 641136.648966  35.898676
 21.191087  70.775852 640819.319946  35.851466
 21.191029  70.781398 640485.188364  35.805320
 21.190970  70.786944 640151.974072  35.759094
 21.190911  70.792490 639827.004780  35.712316
 21.190853  70.798036 639496.066843  35.665901
 21.190793  70.803582 639162.070914  35.619661
 21.190734  70.809128 638825.287410  35.573578
 21.190675  70.814674 638483.889294  35.527768
 21.190615  70.820220 638153.620464  35.481223
 21.190555  70.825766 637838.918347  35.433663
 21.190495  70.831312 637520.254486  35.386337
 21.190435  70.836858 637200.549642  35.339055
 21.190375  70.842404 636878.279158  35.291918
 21.190314  70.847950 636467.855613  35.250364
 21.190254  70.853496 636143.636400  35.203303
 21.190193  70.859042 635778.012761  35.158847
 21.190132  70.864587 635370.255617  35.117034
 21.190070  70.870133 635112.635416  35.065686
 21.190009  70.875679 634845.106998  35.014955
 21.189947  70.881225 634529.360903  34.967254
 21.189886  70.886771 634235.078440  34.918182
 21.189824  70.892316 633908.406802  34.871131
 21.189762  70.897862 633549.402808  34.826090
 21.189699  70.903408 633219.133156  34.779217
 21.189637  70.908953 632905.024568  34.731310
 21.189574  70.914499 632552.181254  34.685809
 21.189511  70.920045 632240.709026  34.637694
 21.189448  70.925590 631923.530949  34.589915
 21.189385  70.931136 631549.763298  34.545648
 21.189321  70.936681 631233.011828  34.497797
 21.189258  70.942227 630919.933966  34.449697
 21.189194  70.947773 630605.765125  34.401644
 21.189130  70.953318 630268.728581  34.354991
 21.189066  70.958864 629977.182989  34.305493
 21.189001  70.964409 629634.836219  34.259124
 21.188937  70.969954 629309.285807  34.211691
 21.188872  70.975500 629047.595930  34.160289
 21.188807  70.981045 628716.221268  34.113175
 21.188742  70.986591 628395.426826  34.065386
 21.188677  70.992136 628065.590145  34.018131
 21.188612  70.997681 627760.086791  33.969358
 21.188546  71.003227 627446.953013  33.921033
 21.188480  71.008772 627123.483756  33.873320
 21.188414  71.014317 626835.195649  33.823432
 21.188348  71.019863 626542.926496  33.773770
 21.188282  71.025408 626230.284613  33.725334
 21.188215  71.030953 625912.492225  33.677190
 21.188149  71.036498 625605.954056  33.628339
 21.188082  71.042043 625300.382046  33.579408
 21.188015  71.047589 624991.426455  33.530663
 21.187948  71.053134 624686.898768  33.481629
 21.187880  71.058679 624379.958492  33.432721
 21.187813  71.064224 624075.876758  33.383620
 21.187745  71.069769 623762.668112  33.335049
 21.187677  71.075314 623450.109571  33.286418
 21.187609  71.080859 623147.067903  33.237191
 21.187540  71.086404 622835.280801  33.188470
 21.187472  71.091949 622519.561810  33.139963
 21.187403  71.097494 622199.440380  33.091698
 21.187334  71.103039 621885.939985  33.043013
 21.187265  71.108584 621562.018523  32.994929
 21.187196  71.114129 621231.000503  32.947242
 21.187127  71.119674 620918.502916  32.898428
 21.187057  71.125218 620613.991256  32.849116
 21.186987  71.130763 620297.950999  32.800468
 21.186917  71.136308 619976.624657  32.752112
 21.186847  71.141853 619677.030735  32.702442
 21.186777  71.147398 619390.508198  32.651978
 21.186706  71.152942 619082.739778  32.602751
 21.186636  71.158487 618786.375998  32.552830
 21.186565  71.164032 618483.833740  32.503252
 21.186494  71.169576 618175.285631  32.454007
 21.186423  71.175121 617869.321414  32.404587
 21.186351  71.180666 617563.128694  32.355159
 21.186280  71.186210 617270.924150  32.304887
 21.186208  71.191755 616959.870759  32.255700
 21.186136  71.197299 616667.733907  32.205384
 21.186064  71.202844 616358.607507  32.156041
 21.185991  71.208388 616048.460926  32.106733
 21.185919  71.213933 615749.717932  32.056739
 21.185846  71.219477 615464.363843  32.005945
 21.185773  71.225022 615164.142701  31.955995
 21.185700  71.230566 614874.940421  31.905385
 21.185627  71.236110 614559.611209  31.856267
 21.185554  71.241655 614188.102725  31.810372
 21.185480  71.247199 613949.927655  31.756747
 21.185407  71.252743 613679.031458  31.704997
 21.185333  71.258288 613402.788037  31.653536
 21.185258  71.263832 613124.016978  31.602204
 21.185184  71.269376 612819.746081  31.552316
 21.185110  71.274920 612558.673331  31.499931
 21.185035  71.280465 612261.107475  31.449617
 21.184960  71.286009 611969.716433  31.398929
 21.184885  71.291553 611683.904515  31.347901
 21.184810  71.297097 611397.002399  31.296916
 21.184735  71.302641 611105.586349  31.246167
 21.184659  71.308185 610812.901893  31.195469
 21.184583  71.313729 610525.201960  31.144466
 21.184507  71.319273 610236.169272  31.093519
 21.184431  71.324817 609947.399754  31.042535
 21.184355  71.330361 609658.122138  30.991557
 21.184279  71.335905 609370.170801  30.940485
 21.184202  71.341449 609081.742799  30.889419
 21.184125  71.346993 608794.261739  30.838278
 21.184048  71.352537 608506.341375  30.787141
 21.183971  71.358081 608213.214758  30.736275
 21.183894  71.363624 -9999.000000 -9999.000000
 21.183816  71.369168 -9999.000000 -9999.000000
 21.183738  71.374712 -9999.000000 -9999.000000
 21.183660  71.380256 -9999.000000 -9999.000000
 21.183582  71.385799 -9999.000000 -9999.000000
 21.183504  71.391343 -9999.000000 -9999.000000
 21.183425  71.396887 -9999.000000 -9999.000000
 21.183347  71.402430 -9999.000000 -9999.000000
 21.183268  71.407974 -9999.000000 -9999.000000
 21.183189  71.413518 -9999.000000 -9999.000000
 21.183110  71.419061 -9999.000000 -9999.000000
 21.194111  69.610818 -9999.000000 -9999.000000
 21.194089  69.616364 -9999.000000 -9999.000000
 21.194069  69.621913 -9999.000000 -9999.000000
 21.194048  69.627462 -9999.000000 -9999.000000
 21.194027  69.633010 -9999.000000 -9999.000000
 21.194006  69.638559 -9999.000000 -9999.000000
 21.193985  69.644107 -9999.000000 -9999.000000
 21.193964  69.649656 -9999.000000 -9999.000000
 21.193943  69.655204 -9999.000000 -9999.000000
 21.193921  69.660753 -9999.000000 -9999.000000
 21.193899  69.666302 -9999.000000 -9999.000000
 21.193877  69.671850 -9999.000000 -9999.000000
 21.193855  69.677399 -9999.000000 -9999.000000
 21.193833  69.682947 -9999.000000 -9999.000000
 21.193810  69.688496 -9999.000000 -9999.000000
 21.193788  69.694044 -9999.000000 -9999.000000
 21.193765  69.699593 -9999.000000 -9999.000000
 21.193742  69.705141 -9999.000000 -9999.000000
 21.193719  69.710690 -9999.000000 -9999.000000
 21.193695  69.716238 -9999.000000 -9999.000000
 21.193672  69.721787 -9999.000000 -9999.000000
 21.193648  69.727335 -9999.000000 -9999.000000
 21.193624  69.732884 709432.891301  43.751369
 21.193600  69.738432 709040.389490  43.713118
 21.193575  69.743980 708648.162185  43.674828
 21.193551  69.749529 708256.210074  43.636497
 21.193526  69.755077 707864.534000  43.598128
 21.193501  69.760626 707473.133874  43.559719
 21.193476  69.766174 707082.010105  43.521270
 21.193451  69.771723 706691.163153  43.482782
 21.193425  69.777271 706300.593485  43.444254
 21.193400  69.782819 705910.301566  43.405686
 21.193374  69.788368 705520.287862  43.367078
 21.193348  69.793916 705130.552959  43.328431
 21.193322  69.799464 704741.097361  43.289743
 21.193296  69.805013 704351.921593  43.251014
 21.193269  69.810561 703963.025642  43.212247
 21.193242  69.816109 703574.410247  43.173440
 21.193215  69.821658 703186.075878  43.134593
 21.193188  69.827206 702798.023008  43.095705
 21.193161  69.832754 702410.252106  43.056778
 21.193134  69.838303 702022.763363  43.017810
 21.193106  69.843851 701635.557509  42.978803
 21.193078  69.849399 701248.635043  42.939755
 21.193050  69.854948 700861.996438  42.900666
 21.193022  69.860496 700475.642370  42.861536
 21.192994  69.866044 700089.572857  42.822368
 21.192965  69.871592 699703.788632  42.783159
 21.192937  69.877141 699318.289981  42.743909
 21.192908  69.882689 698933.077298  42.704619
 21.192879  69.888237 698548.151335  42.665289
 21.192849  69.893785 698163.512575  42.625918
 21.192820  69.899333 697779.161493  42.586506
 21.192790  69.904882 697395.098570  42.547054
 21.192761  69.910430 697011.324541  42.507560
 21.192731  69.915978 696627.839326  42.468027
 21.192700  69.921526 696244.643407  42.428453
 21.192670  69.927074 695861.737540  42.388838
 21.192640  69.932622 695479.122247  42.349183
 21.192609  69.938170 695096.798007  42.309487
 21.192578  69.943719 694714.765312  42.269750
 21.192547  69.949267 694333.024642  42.229972
 21.192516  69.954815 693951.576487  42.190153
 21.192484  69.960363 693570.421254  42.150293
 21.192453  69.965911 693189.559642  42.110391
 21.192421  69.971459 692808.991698  42.070449
 21.192389  69.977007 692428.718219  42.030466
 21.192357  69.982555 692048.739697  41.990443
 21.192324  69.988103 691669.056621  41.950378
 21.192292  69.993651 691289.669484  41.910272
 21.192259  69.999199 690910.578776  41.870124
 21.192226  70.004747 690531.784915  41.829936
 21.192193  70.010295 690153.288462  41.789706
 21.192160  70.015843 689767.500902  41.749997
 21.192126  70.021391 689385.065816  41.710019
 21.192093  70.026939 689012.470423  41.669294
 21.192059  70.032487 688634.960793  41.628914
 21.192025  70.038035 688261.906428  41.588185
 21.191991  70.043583 687882.626012  41.547897
 21.191957  70.049131 687506.772430  41.507337
 21.191922  70.054679 687129.787685  41.466841
 21.191887  70.060227 686754.941555  41.426168
 21.191852  70.065775 686379.957986  41.385486
 21.191817  70.071322 686004.098696  41.344849
 21.191782  70.076870 685626.885379  41.304292
 21.191747  70.082418 685248.187874  41.263822
 21.191711  70.087966 684875.261840  41.222911
 21.191675  70.093514 684499.702192  41.182173
 21.191639  70.099062 684125.369954  41.141327
 21.191603  70.104609 683750.577848  41.100494
 21.191567  70.110157 683376.705109  41.059574
 21.191530  70.115705 683003.129104  41.018613
 21.191494  70.121253 682627.066687  40.977814
 21.191457  70.126801 682255.932102  40.936636
 21.191420  70.132348 681882.137636  40.895631
 21.191382  70.137896 681508.778426  40.854574
 21.191345  70.143444 681135.666500  40.813481
 21.191307  70.148991 680763.965555  40.772265
 21.191269  70.154539 680391.317065  40.731098
 21.191231  70.160087 680017.821304  40.689973
 21.191193  70.165635 679644.820534  40.648791
 21.191155  70.171182 679273.341425  40.607480
 21.191116  70.176730 678902.361858  40.566113
 21.191078  70.182277 678532.485010  40.524646
 21.191039  70.187825 678168.689716  40.482721
 21.191000  70.193373 677806.348972  40.440671
 21.190960  70.198920 677441.478980  40.398785
 21.190921  70.204468 677075.078494  40.356990
 21.190881  70.210015 676707.359179  40.315269
 21.190842  70.215563 676336.257626  40.273772
 21.190802  70.221111 675969.368683  40.231952
 21.190761  70.226658 675600.330087  40.190267
 21.190721  70.232206 675232.261375  40.148491
 21.190681  70.237753 674864.915056  40.106645
 21.190640  70.243301 674497.753422  40.064764
 21.190599  70.248848 674129.412795  40.022948
 21.190558  70.254396 673761.823940  39.981056
 21.190517  70.259943 673394.202387  39.939148
 21.190475  70.265490 673024.211090  39.897388
 21.190434  70.271038 672657.150134  39.855399
 21.190392  70.276585 672297.181296  39.812886
 21.190350  70.282133 671936.880584  39.770377
 21.190308  70.287680 671575.808942  39.727903
 21.190265  70.293227 671214.616869  39.685418
 21.190223  70.298775 670853.321808  39.642920
 21.190180  70.304322 670491.488959  39.600440
 21.190137  70.309869 670128.506802  39.558022
 21.190094  70.315417 669766.039890  39.515545
 21.190051  70.320964 669403.113830  39.473081
 21.190007  70.326511 669044.488536  39.430295
 21.189964  70.332059 668682.539753  39.387723
 21.189920  70.337606 668318.457518  39.345280
 21.189876  70.343153 667958.877062  39.302500
 21.189832  70.348700 667597.004857  39.259861
 21.189788  70.354248 667235.988610  39.217141
 21.189743  70.359795 666875.212870  39.174384
 21.189698  70.365342 666516.274374  39.131478
 21.189653  70.370889 666157.335789  39.088552
 21.189608  70.376436 665795.868636  39.045780
 21.189563  70.381983 665436.086654  39.002871
 21.189518  70.387531 665075.413765  38.960004
 21.189472  70.393078 664713.110986  38.917229
 21.189426  70.398625 664354.318727  38.874190
 21.189380  70.404172 663993.946188  38.831239
 21.189334  70.409719 663631.003858  38.788445
 21.189288  70.415266 663265.489680  38.745809
 21.189241  70.420813 662903.216958  38.702926
 21.189194  70.426360 662558.149883  38.658832
 21.189148  70.431907 662203.287782  38.615396
 21.189100  70.437454 661850.135362  38.571820
 21.189053  70.443001 661489.843302  38.528717
 21.189006  70.448548 661136.977751  38.485081
 21.188958  70.454095 660781.785265  38.441585
 21.188910  70.459642 660425.713413  38.398129
 21.188862  70.465189 660064.966038  38.354972
 21.188814  70.470736 659706.846140  38.311614
 21.188766  70.476283 659350.502952  38.268112
 21.188717  70.481829 658995.168928  38.224520
 21.188669  70.487376 658635.235698  38.181222
 21.188620  70.492923 658264.455728  38.138642
 21.188571  70.498470 657915.765943  38.094530
 21.188521  70.504017 657550.244619  38.051547
 21.188472  70.509564 657209.594942  38.006848
 21.188422  70.515110 656873.656328  37.961809
 21.188373  70.520657 656533.934177  37.917008
 21.188323  70.526204 656182.603147  37.872976
 21.188272  70.531751 655819.058753  37.829750
 21.188222  70.537297 655457.131506  37.786392
 21.188172  70.542844 655142.247898  37.739830
 21.188121  70.548391 654810.502917  37.694390
 21.188070  70.553937 654463.511814  37.649962
 21.188019  70.559484 654114.796203  37.605626
 21.187968  70.565031 653762.133783  37.561538
 21.187916  70.570577 653420.483161  37.516687
 21.187865  70.576124 653080.950137  37.471673
 21.187813  70.581670 652730.391016  37.427380
 21.187761  70.587217 652389.522391  37.382415
 21.187709  70.592763 652045.391155  37.337648
 21.187656  70.598310 651664.094528  37.295348
 21.187604  70.603857 651345.901022  37.248803
 21.187551  70.609403 651005.013967  37.203757
 21.187498  70.614949 650660.409060  37.158938
 21.187445  70.620496 650319.977533  37.113818
 21.187392  70.626042 649976.394374  37.068889
 21.187339  70.631589 649635.003017  37.023793
 21.187285  70.637135 649282.230731  36.979432
 21.187231  70.642682 648934.100017  36.934740
 21.187177  70.648228 648582.221501  36.890275
 21.187123  70.653774 648215.452901  36.846773
 21.187069  70.659321 647891.185687  36.800436
 21.187014  70.664867 647555.060414  36.754864
 21.186959  70.670413 647217.033698  36.709397
 21.186905  70.675960 646886.563319  36.663411
 21.186849  70.681506 646529.478364  36.619156
 21.186794  70.687052 646166.406620  36.575270
 21.186739  70.692598 645844.523213  36.528656
 21.186683  70.698144 645500.286851  36.483490
 21.186627  70.703691 645155.960492  36.438308
 21.186571  70.709237 644781.433803  36.395080
 21.186515  70.714783 644431.114067  36.350242
 21.186459  70.720329 644129.519653  36.302201
 21.186402  70.725875 643767.458756  36.258086
 21.186346  70.731421 643387.914989  36.215086
 21.186289  70.736967 643071.426615  36.167955
 21.186232  70.742514 642736.147242  36.122027
 21.186175  70.748060 642415.593729  36.075122
 21.186117  70.753606 642087.466310  36.028686
 21.186060  70.759152 641742.590716  35.983318
 21.186002  70.764698 641420.709642  35.936438
 21.185944  70.770244 641085.690108  35.890388
 21.185886  70.775790 640758.510165  35.843811
 21.185827  70.781335 640439.690069  35.796674
 21.185769  70.786881 640114.194613  35.749948
 21.185710  70.792427 639779.371297  35.703802
 21.185651  70.797973 639440.832948  35.657872
 21.185592  70.803519 639103.079391  35.611870
 21.185533  70.809065 638774.772170  35.565240
 21.185473  70.814611 638443.745188  35.518763
 21.185414  70.820156 638100.813061  35.473024
 21.185354  70.825702 637775.582006  35.426133
 21.185294  70.831248 637459.064428  35.378666
 21.185234  70.836794 637126.859662  35.332178
 21.185174  70.842339 636797.292525  35.285501
 21.185113  70.847885 636498.611244  35.236840
 21.185052  70.853431 636087.635580  35.195288
 21.184992  70.858977 635716.149132  35.151200
 21.184931  70.864522 635463.191077  35.099578
 21.184869  70.870068 635125.907814  35.053279
 21.184808  70.875613 634760.425094  35.008738
 21.184746  70.881159 634474.435713  34.959154
 21.184685  70.886705 634191.982743  34.909331
 21.184623  70.892250 633860.883900  34.862556
 21.184560  70.897796 633530.088426  34.815739
 21.184498  70.903341 633194.390194  34.769208
 21.184436  70.908887 632857.499330  34.722728
 21.184373  70.914432 632526.807150  34.675837
 21.184310  70.919977 632181.044032  34.629865
 21.184247  70.925523 631865.957949  34.581952
 21.184184  70.931068 631524.308233  34.535676
 21.184120  70.936614 631187.491589  34.489074
 21.184057  70.942159 630866.956228  34.441436
 21.183993  70.947704 630524.486427  34.395139
 21.183929  70.953250 630204.989559  34.347389
 21.183865  70.958795 629891.860078  34.299225
 21.183801  70.964340 629579.538619  34.250991
 21.183736  70.969886 629289.735921  34.201344
 21.183671  70.975431 628971.200021  34.153454
 21.183607  70.980976 628651.192999  34.105634
 21.183542  70.986521 628350.706751  34.056589
 21.183476  70.992066 628036.174901  34.008390
 21.183411  70.997612 627736.654261  33.959248
 21.183345  71.003157 627404.082152  33.912114
 21.183280  71.008702 627078.106908  33.864552
 21.183214  71.014247 626785.930998  33.814900
 21.183148  71.019792 626483.526348  33.765854
 21.183081  71.025337 626171.485850  33.717375
 21.183015  71.030882 625864.754340  33.668553
 21.182948  71.036427 625567.489798  33.619135
 21.182881  71.041972 625251.291083  33.570849
 21.182814  71.047517 624930.484933  33.522821
 21.182747  71.053062 624636.630922  33.473136
 21.182680  71.058607 624323.615851  33.424592
 21.182612  71.064152 624025.147016  33.375148
 21.182544  71.069697 623716.216005  33.326316
 21.182476  71.075241 623408.403321  33.277395
 21.182408  71.080786 623097.581046  33.228634
 21.182340  71.086331 622782.193615  33.180127
 21.182271  71.091876 622465.503362  33.131672
 21.182203  71.097421 622145.896379  33.083372
 21.182134  71.102965 621825.198249  33.035115
 21.182065  71.108510 621465.239161  32.989181
 21.181996  71.114055 621166.528423  32.939560
 21.181926  71.119599 620876.671631  32.889391
 21.181857  71.125144 620547.538952  32.841542
 21.181787  71.130689 620220.558628  32.793540
 21.181717  71.136233 619910.639010  32.744500
 21.181647  71.141778 619634.966506  32.693408
 21.181577  71.147322 619318.217341  32.644730
 21.181506  71.152867 619029.150518  32.594393
 21.181435  71.158411 618726.642068  32.544831
 21.181365  71.163956 618418.570712  32.495573
 21.181294  71.169500 618123.693946  32.445518
 21.181222  71.175045 617801.377562  32.397056
 21.181151  71.180589 617515.399634  32.346436
 21.181080  71.186134 617186.849090  32.298293
 21.181008  71.191678 616908.528114  32.247184
 21.180936  71.197222 616601.744057  32.197721
 21.180864  71.202767 616292.787376  32.148363
 21.180791  71.208311 616014.776515  32.097177
 21.180719  71.213855 615709.352373  32.047570
 21.180646  71.219400 615358.880115  32.000559
 21.180574  71.224944 615115.642136  31.947293
 21.180501  71.230488 614829.568565  31.896499
 21.180427  71.236032 614512.653646  31.847467
 21.180354  71.241576 614141.243475  31.801562
 21.180280  71.247120 613920.844780  31.746909
 21.180207  71.252665 613590.225932  31.698598
 21.180133  71.258209 613349.948390  31.645064
 21.180059  71.263753 613046.673337  31.595135
 21.179984  71.269297 612798.125651  31.542046
 21.179910  71.274841 612498.622329  31.491861
 21.179835  71.280385 612218.231529  31.440561
 21.179760  71.285929 611928.335222  31.389784
 21.179685  71.291473 611635.223387  31.339170
 21.179610  71.297017 611346.510046  31.288285
 21.179535  71.302560 611060.926580  31.237200
 21.179459  71.308104 610766.271562  31.186608
 21.179384  71.313648 610482.264038  31.135394
 21.179308  71.319192 610186.303903  31.084835
 21.179232  71.324736 609895.862604  31.033942
 21.179155  71.330280 609614.889770  30.982494
 21.179079  71.335823 609321.240781  30.931740
 21.179002  71.341367 609033.504940  30.880632
 21.178926  71.346911 608745.156917  30.829537
 21.178849  71.352454 608455.433798  30.778497
 21.178771  71.357998 608166.072382  30.727416
 21.178694  71.363542 -9999.000000 -9999.000000
 21.178617  71.369085 -9999.000000 -9999.000000
 21.178539  71.374629 -9999.000000 -9999.000000
 21.178461  71.380172 -9999.000000 -9999.000000
 21.178383  71.385716 -9999.000000 -9999.000000
 21.178305  71.391259 -9999.000000 -9999.000000
 21.178226  71.396803 -9999.000000 -9999.000000
 21.178148  71.402346 -9999.000000 -9999.000000
 21.178069  71.407890 -9999.000000 -9999.000000
 21.177990  71.413433 -9999.000000 -9999.000000
 21.177911  71.418977 -9999.000000 -9999.000000
 21.188907  69.610796 -9999.000000 -9999.000000
 21.188885  69.616343 -9999.000000 -9999.000000
 21.188865  69.621891 -9999.000000 -9999.000000
 21.188844  69.627440 -9999.000000 -9999.000000
 21.188824  69.632988 -9999.000000 -9999.000000
 21.188803  69.638536 -9999.000000 -9999.000000
 21.188782  69.644085 -9999.000000 -9999.000000
 21.188761  69.649633 -9999.000000 -9999.000000
 21.188739  69.655182 -9999.000000 -9999.000000
 21.188718  69.660730 -9999.000000 -9999.000000
 21.188696  69.666278 -9999.000000 -9999.000000
 21.188674  69.671827 -9999.000000 -9999.000000
 21.188652  69.677375 -9999.000000 -9999.000000
 21.188629  69.682923 -9999.000000 -9999.000000
 21.188607  69.688472 -9999.000000 -9999.000000
 21.188584  69.694020 -9999.000000 -9999.000000
