#Number of Records in Grid: 327
#Number of Samples in Grid: 327
#Grid Interval in Scan Direction: 32
#Grid Interval in Pix Direction: 32
#  Latitude  Longitude Slant Range Incidence_Angle
 20.439143  70.524199 647430.695007  36.711478
 20.439095  70.529718 647091.641869  36.666088
 20.439046  70.535237 646752.950303  36.620654
 20.438997  70.540757 646414.620881  36.575175
 20.438949  70.546276 646076.655228  36.529651
 20.438899  70.551796 645739.053038  36.484082
 20.438850  70.557315 645401.815066  36.438466
 20.438801  70.562834 645064.941082  36.392807
 20.438751  70.568353 644728.432106  36.347104
 20.438701  70.573873 644392.288708  36.301355
 20.438651  70.579392 644056.511463  36.255561
 20.438601  70.584911 643721.100897  36.209723
 20.438551  70.590430 643386.057525  36.163839
 20.438500  70.595950 643051.382031  36.117910
 20.438450  70.601469 642717.075309  36.071935
 20.438399  70.606988 642383.137228  36.025916
 20.438348  70.612507 642049.568755  35.979852
 20.438297  70.618026 641716.370474  35.933743
 20.438245  70.623545 641383.542964  35.887589
 20.438194  70.629064 641051.085832  35.841390
 20.438142  70.634583 640719.000323  35.795145
 20.438090  70.640102 640387.287675  35.748854
 20.438038  70.645622 640055.947678  35.702519
 20.437986  70.651141 639724.981353  35.656139
 20.437933  70.656660 639394.389281  35.609714
 20.437881  70.662179 639064.172041  35.563243
 20.437828  70.667697 638734.329911  35.516727
 20.437775  70.673216 638404.862623  35.470166
 20.437722  70.678735 638075.771920  35.423560
 20.437669  70.684254 637747.058698  35.376907
 20.437615  70.689773 637418.722832  35.330209
 20.437561  70.695292 637090.765306  35.283467
 20.437508  70.700811 636763.186703  35.236679
 20.437454  70.706330 636435.987613  35.189846
 20.437399  70.711849 636109.167953  35.142967
 20.437345  70.717367 635782.728640  35.096043
 20.437291  70.722886 635456.670956  35.049072
 20.437236  70.728405 635130.994691  35.002057
 20.437181  70.733924 634805.700878  34.954996
 20.437126  70.739443 634480.790105  34.907890
 20.437071  70.744961 634156.262961  34.860739
 20.437015  70.750480 633832.119964  34.813542
 20.436960  70.755999 633508.361201  34.766299
 20.436904  70.761517 633184.987840  34.719011
 20.436848  70.767036 632862.000801  34.671676
 20.436792  70.772555 632539.399939  34.624296
 20.436736  70.778073 632217.186257  34.576872
 20.436679  70.783592 631895.360348  34.529401
 20.436623  70.789110 631573.922807  34.481885
 20.436566  70.794629 631252.873752  34.434323
 20.436509  70.800147 630932.213880  34.386716
 20.436452  70.805666 630611.944160  34.339062
 20.436395  70.811184 630292.065487  34.291362
 20.436337  70.816703 629972.577778  34.243617
 20.436280  70.822221 629653.482009  34.195827
 20.436222  70.827740 629334.778779  34.147991
 20.436164  70.833258 629016.468670  34.100109
 20.436106  70.838777 628698.550988  34.052182
 20.436047  70.844295 628381.027638  34.004209
 20.435989  70.849813 628063.899577  33.956188
 20.435930  70.855332 627747.166607  33.908123
 20.435871  70.860850 627430.829771  33.860013
 20.435812  70.866368 627114.889666  33.811856
 20.435753  70.871887 626799.346894  33.763654
 20.435693  70.877405 626484.201401  33.715406
 20.435634  70.882923 626169.453675  33.667112
 20.435574  70.888441 625855.105089  33.618773
 20.435514  70.893960 625541.156577  33.570385
 20.435454  70.899478 625227.607993  33.521954
 20.435394  70.904996 624914.460356  33.473476
 20.435333  70.910514 624601.714271  33.424953
 20.435273  70.916032 624289.370340  33.376384
 20.435212  70.921550 623977.428266  33.327769
 20.435151  70.927069 623665.889471  33.279108
 20.435090  70.932587 623354.754645  33.230401
 20.435029  70.938105 623044.024715  33.181647
 20.434967  70.943623 622733.699568  33.132848
 20.434905  70.949141 622423.780212  33.084003
 20.434844  70.954659 622114.267253  33.035113
 20.434781  70.960177 621805.161100  32.986176
 20.434719  70.965695 621496.462207  32.937193
 20.434657  70.971212 621188.171534  32.888165
 20.434594  70.976730 620880.289693  32.839090
 20.434532  70.982248 620572.817595  32.789968
 20.434469  70.987766 620265.755161  32.740801
 20.434406  70.993284 619959.103386  32.691589
 20.434343  70.998802 619652.862881  32.642330
 20.434279  71.004320 619347.033911  32.593025
 20.434216  71.009837 619041.617350  32.543675
 20.434152  71.015355 618736.613890  32.494278
 20.434088  71.020873 618432.024144  32.444835
 20.434024  71.026391 618127.849021  32.395345
 20.433959  71.031908 617824.088458  32.345810
 20.433895  71.037426 617520.743445  32.296229
 20.433830  71.042944 617217.814586  32.246602
 20.433766  71.048461 616915.302463  32.196929
 20.433701  71.053979 616613.207729  32.147210
 20.433635  71.059496 616311.530998  32.097445
 20.433570  71.065014 616010.272885  32.047634
 20.433505  71.070532 615709.434295  31.997774
 20.433439  71.076049 615409.015183  31.947871
 20.433373  71.081567 615109.016533  31.897921
 20.433307  71.087084 614809.439757  31.847926
 20.433241  71.092602 614510.285007  31.797884
 20.433175  71.098119 614211.552568  31.747796
 20.433108  71.103636 613913.243055  31.697662
 20.433041  71.109154 613615.357084  31.647482
 20.432974  71.114671 613317.895562  31.597254
 20.432907  71.120189 613020.858446  31.546982
 20.432840  71.125706 612724.247100  31.496664
 20.432773  71.131223 612428.063828  31.446299
 20.432705  71.136740 612132.307190  31.395889
 20.432637  71.142258 611836.977800  31.345432
 20.432569  71.147775 611542.076280  31.294929
 20.432501  71.153292 611247.603249  31.244381
 20.432433  71.158809 610953.559615  31.193784
 20.432365  71.164327 610659.945338  31.143143
 20.432296  71.169844 610366.762892  31.092455
 20.432227  71.175361 610074.012403  31.041722
 20.432158  71.180878 609781.693502  30.990943
 20.432089  71.186395 609489.806813  30.940117
 20.432020  71.191912 609198.352955  30.889246
 20.431950  71.197429 608907.332547  30.838328
 20.431880  71.202946 608616.746512  30.787362
 20.431811  71.208463 608326.594842  30.736352
 20.431741  71.213980 608036.879453  30.685297
 20.431670  71.219497 -9999.000000 -9999.000000
 20.431600  71.225014 -9999.000000 -9999.000000
 20.431529  71.230531 -9999.000000 -9999.000000
 20.431459  71.236048 -9999.000000 -9999.000000
 20.431388  71.241565 -9999.000000 -9999.000000
 20.431317  71.247081 -9999.000000 -9999.000000
 20.431246  71.252598 -9999.000000 -9999.000000
 20.431174  71.258115 -9999.000000 -9999.000000
 20.431103  71.263632 -9999.000000 -9999.000000
 20.431031  71.269148 -9999.000000 -9999.000000
 20.430959  71.274665 -9999.000000 -9999.000000
 20.430887  71.280182 -9999.000000 -9999.000000
 20.430814  71.285699 -9999.000000 -9999.000000
 20.430742  71.291215 -9999.000000 -9999.000000
 20.430669  71.296732 -9999.000000 -9999.000000
 20.430597  71.302248 -9999.000000 -9999.000000
 20.430524  71.307765 -9999.000000 -9999.000000
 20.430450  71.313281 -9999.000000 -9999.000000
 20.430377  71.318798 -9999.000000 -9999.000000
 20.430304  71.324314 -9999.000000 -9999.000000
 20.430230  71.329831 -9999.000000 -9999.000000
 20.430156  71.335347 -9999.000000 -9999.000000
 20.430082  71.340864 -9999.000000 -9999.000000
 20.430008  71.346380 -9999.000000 -9999.000000
 20.429933  71.351897 -9999.000000 -9999.000000
 20.429859  71.357413 -9999.000000 -9999.000000
 20.429784  71.362929 -9999.000000 -9999.000000
 20.429709  71.368446 -9999.000000 -9999.000000
 20.429634  71.373962 -9999.000000 -9999.000000
 20.429559  71.379478 -9999.000000 -9999.000000
 20.429484  71.384994 -9999.000000 -9999.000000
 20.429408  71.390510 -9999.000000 -9999.000000
 20.429332  71.396027 -9999.000000 -9999.000000
 20.429256  71.401543 -9999.000000 -9999.000000
 20.429180  71.407059 -9999.000000 -9999.000000
 20.439553  69.607784 -9999.000000 -9999.000000
 20.439532  69.613304 -9999.000000 -9999.000000
 20.439512  69.618825 -9999.000000 -9999.000000
 20.439492  69.624346 -9999.000000 -9999.000000
 20.439473  69.629867 -9999.000000 -9999.000000
 20.439452  69.635388 -9999.000000 -9999.000000
 20.439432  69.640909 -9999.000000 -9999.000000
 20.439412  69.646430 -9999.000000 -9999.000000
 20.439391  69.651951 -9999.000000 -9999.000000
 20.439370  69.657472 -9999.000000 -9999.000000
 20.439350  69.662993 -9999.000000 -9999.000000
 20.439328  69.668514 -9999.000000 -9999.000000
 20.439307  69.674035 -9999.000000 -9999.000000
 20.439286  69.679556 -9999.000000 -9999.000000
 20.439264  69.685077 -9999.000000 -9999.000000
 20.439242  69.690598 -9999.000000 -9999.000000
 20.439220  69.696119 -9999.000000 -9999.000000
 20.439198  69.701640 -9999.000000 -9999.000000
 20.439176  69.707161 -9999.000000 -9999.000000
 20.439153  69.712682 -9999.000000 -9999.000000
 20.439130  69.718203 -9999.000000 -9999.000000
 20.439108  69.723724 -9999.000000 -9999.000000
 20.439085  69.729244 -9999.000000 -9999.000000
 20.439061  69.734765 -9999.000000 -9999.000000
 20.439038  69.740286 -9999.000000 -9999.000000
 20.439014  69.745807 -9999.000000 -9999.000000
 20.438991  69.751328 -9999.000000 -9999.000000
 20.438967  69.756849 -9999.000000 -9999.000000
 20.438943  69.762370 -9999.000000 -9999.000000
 20.438918  69.767891 -9999.000000 -9999.000000
 20.438894  69.773411 -9999.000000 -9999.000000
 20.438869  69.778932 -9999.000000 -9999.000000
 20.438845  69.784453 -9999.000000 -9999.000000
 20.438820  69.789974 -9999.000000 -9999.000000
 20.438794  69.795495 -9999.000000 -9999.000000
 20.438769  69.801016 -9999.000000 -9999.000000
 20.438744  69.806536 -9999.000000 -9999.000000
 20.438718  69.812057 -9999.000000 -9999.000000
 20.438692  69.817578 -9999.000000 -9999.000000
 20.438666  69.823099 -9999.000000 -9999.000000
 20.438640  69.828619 -9999.000000 -9999.000000
 20.438614  69.834140 -9999.000000 -9999.000000
 20.438587  69.839661 -9999.000000 -9999.000000
 20.438560  69.845182 -9999.000000 -9999.000000
 20.438533  69.850702 -9999.000000 -9999.000000
 20.438506  69.856223 -9999.000000 -9999.000000
 20.438479  69.861744 -9999.000000 -9999.000000
 20.438452  69.867265 -9999.000000 -9999.000000
 20.438424  69.872785 -9999.000000 -9999.000000
 20.438396  69.878306 -9999.000000 -9999.000000
 20.438368  69.883827 -9999.000000 -9999.000000
 20.438340  69.889347 -9999.000000 -9999.000000
 20.438312  69.894868 -9999.000000 -9999.000000
 20.438283  69.900389 -9999.000000 -9999.000000
 20.438255  69.905909 -9999.000000 -9999.000000
 20.438226  69.911430 -9999.000000 -9999.000000
 20.438197  69.916951 -9999.000000 -9999.000000
 20.438168  69.922471 -9999.000000 -9999.000000
 20.438139  69.927992 -9999.000000 -9999.000000
 20.438109  69.933512 -9999.000000 -9999.000000
 20.438079  69.939033 -9999.000000 -9999.000000
 20.438049  69.944553 -9999.000000 -9999.000000
 20.438019  69.950074 -9999.000000 -9999.000000
 20.437989  69.955595 -9999.000000 -9999.000000
 20.437959  69.961115 -9999.000000 -9999.000000
 20.437928  69.966636 -9999.000000 -9999.000000
 20.437898  69.972156 -9999.000000 -9999.000000
 20.437867  69.977677 -9999.000000 -9999.000000
 20.437836  69.983197 -9999.000000 -9999.000000
 20.437804  69.988718 -9999.000000 -9999.000000
 20.437773  69.994238 -9999.000000 -9999.000000
 20.437741  69.999759 -9999.000000 -9999.000000
 20.437709  70.005279 -9999.000000 -9999.000000
 20.437677  70.010800 -9999.000000 -9999.000000
 20.437645  70.016320 -9999.000000 -9999.000000
 20.437613  70.021840 -9999.000000 -9999.000000
 20.437581  70.027361 -9999.000000 -9999.000000
 20.437548  70.032881 -9999.000000 -9999.000000
 20.437515  70.038402 -9999.000000 -9999.000000
 20.437482  70.043922 -9999.000000 -9999.000000
 20.437449  70.049442 -9999.000000 -9999.000000
 20.437415  70.054963 -9999.000000 -9999.000000
 20.437382  70.060483 -9999.000000 -9999.000000
 20.437348  70.066003 -9999.000000 -9999.000000
 20.437314  70.071524 -9999.000000 -9999.000000
 20.437280  70.077044 -9999.000000 -9999.000000
 20.437246  70.082564 -9999.000000 -9999.000000
 20.437212  70.088085 -9999.000000 -9999.000000
 20.437177  70.093605 -9999.000000 -9999.000000
 20.437142  70.099125 -9999.000000 -9999.000000
 20.437107  70.104646 -9999.000000 -9999.000000
 20.437072  70.110166 -9999.000000 -9999.000000
 20.437037  70.115686 -9999.000000 -9999.000000
 20.437001  70.121206 -9999.000000 -9999.000000
 20.436966  70.126726 -9999.000000 -9999.000000
 20.436930  70.132247 -9999.000000 -9999.000000
 20.436894  70.137767 -9999.000000 -9999.000000
 20.436858  70.143287 -9999.000000 -9999.000000
 20.436822  70.148807 -9999.000000 -9999.000000
 20.436785  70.154327 -9999.000000 -9999.000000
 20.436748  70.159848 -9999.000000 -9999.000000
 20.436711  70.165368 -9999.000000 -9999.000000
 20.436674  70.170888 -9999.000000 -9999.000000
 20.436637  70.176408 -9999.000000 -9999.000000
 20.436600  70.181928 -9999.000000 -9999.000000
 20.436562  70.187448 -9999.000000 -9999.000000
 20.436525  70.192968 -9999.000000 -9999.000000
 20.436487  70.198488 -9999.000000 -9999.000000
 20.436449  70.204008 -9999.000000 -9999.000000
 20.436410  70.209528 -9999.000000 -9999.000000
 20.436372  70.215048 -9999.000000 -9999.000000
 20.436333  70.220568 -9999.000000 -9999.000000
 20.436294  70.226088 -9999.000000 -9999.000000
 20.436255  70.231608 -9999.000000 -9999.000000
 20.436216  70.237128 -9999.000000 -9999.000000
 20.436177  70.242648 -9999.000000 -9999.000000
 20.436138  70.248168 -9999.000000 -9999.000000
 20.436098  70.253688 -9999.000000 -9999.000000
 20.436058  70.259208 -9999.000000 -9999.000000
 20.436018  70.264728 -9999.000000 -9999.000000
 20.435978  70.270248 -9999.000000 -9999.000000
 20.435938  70.275768 -9999.000000 -9999.000000
 20.435897  70.281288 -9999.000000 -9999.000000
 20.435856  70.286807 -9999.000000 -9999.000000
 20.435815  70.292327 -9999.000000 -9999.000000
 20.435774  70.297847 -9999.000000 -9999.000000
 20.435733  70.303367 -9999.000000 -9999.000000
 20.435692  70.308887 -9999.000000 -9999.000000
 20.435650  70.314406 -9999.000000 -9999.000000
 20.435608  70.319926 -9999.000000 -9999.000000
 20.435566  70.325446 -9999.000000 -9999.000000
 20.435524  70.330966 -9999.000000 -9999.000000
 20.435482  70.336485 -9999.000000 -9999.000000
 20.435440  70.342005 -9999.000000 -9999.000000
 20.435397  70.347525 -9999.000000 -9999.000000
 20.435354  70.353045 -9999.000000 -9999.000000
 20.435311  70.358564 -9999.000000 -9999.000000
 20.435268  70.364084 -9999.000000 -9999.000000
 20.435225  70.369603 -9999.000000 -9999.000000
 20.435181  70.375123 -9999.000000 -9999.000000
 20.435138  70.380643 -9999.000000 -9999.000000
 20.435094  70.386162 -9999.000000 -9999.000000
 20.435050  70.391682 -9999.000000 -9999.000000
 20.435005  70.397201 -9999.000000 -9999.000000
 20.434961  70.402721 -9999.000000 -9999.000000
 20.434917  70.408241 -9999.000000 -9999.000000
 20.434872  70.413760 -9999.000000 -9999.000000
 20.434827  70.419280 -9999.000000 -9999.000000
 20.434782  70.424799 -9999.000000 -9999.000000
 20.434737  70.430319 -9999.000000 -9999.000000
 20.434691  70.435838 -9999.000000 -9999.000000
 20.434646  70.441358 -9999.000000 -9999.000000
 20.434600  70.446877 -9999.000000 -9999.000000
 20.434554  70.452396 651811.395577  37.289750
 20.434508  70.457916 651467.752463  37.244934
 20.434461  70.463435 651124.464828  37.200072
 20.434415  70.468955 650781.532425  37.155165
 20.434368  70.474474 650438.955058  37.110215
 20.434322  70.479993 650096.733686  37.065220
 20.434275  70.485513 649754.868868  37.020180
 20.434227  70.491032 649413.361172  36.975096
 20.434180  70.496551 649072.211164  36.929968
 20.434132  70.502070 648731.420140  36.884794
 20.434085  70.507590 648390.989364  36.839574
 20.434037  70.513109 648050.917567  36.794311
 20.433989  70.518628 647711.205731  36.749004
 20.433941  70.524147 647371.854422  36.703651
 20.433892  70.529667 647032.864213  36.658254
 20.433844  70.535186 646694.235673  36.612812
 20.433795  70.540705 646355.969374  36.567325
 20.433746  70.546224 646018.067281  36.521792
 20.433697  70.551743 645680.528310  36.476215
 20.433648  70.557262 645343.353295  36.430593
 20.433598  70.562782 645006.542809  36.384927
 20.433549  70.568301 644670.097428  36.339215
 20.433499  70.573820 644334.017724  36.293459
 20.433449  70.579339 643998.304272  36.247658
 20.433399  70.584858 643662.957591  36.201811
 20.433348  70.590377 643327.978500  36.155918
 20.433298  70.595896 642993.366991  36.109982
 20.433247  70.601415 642659.124040  36.064000
 20.433196  70.606934 642325.250221  36.017974
 20.433145  70.612453 641991.746113  35.971902
 20.433094  70.617972 641658.612292  35.925786
 20.433043  70.623491 641325.849341  35.879624
 20.432991  70.629010 640993.457206  35.833415
 20.432940  70.634528 640661.436343  35.787163
 20.432888  70.640047 640329.788086  35.740865
 20.432836  70.645566 639998.513014  35.694523
 20.432783  70.651085 639667.611714  35.648135
 20.432731  70.656604 639337.084763  35.601702
 20.432679  70.662123 639006.932748  35.555224
 20.432626  70.667641 638677.155942  35.508700
 20.432573  70.673160 638347.754325  35.462130
 20.432520  70.678679 638018.729001  35.415515
 20.432466  70.684198 637690.080944  35.368856
 20.432413  70.689716 637361.810740  35.322151
 20.432359  70.695235 637033.918974  35.275401
 20.432306  70.700754 636706.406233  35.228605
 20.432252  70.706272 636379.273103  35.181764
 20.432197  70.711791 636052.519817  35.134876
 20.432143  70.717310 635726.146508  35.087944
